"peak_rank","points","year","preview_url","artist_name","song_title","initial_match","falsetto","gender","register","genre","spoken","pandora_id"
21,500,1975,"7f9a8ca0e10e8cadcdedda1ba2fcdf820e5ac306","Carly Simon","Attitude Dancing","True",0,"female",5,"Pop",0,51040
94,11,1975,"70984112adeaef358e17250789c4b97bcde21186","Carly Simon","More And More","True",NULL,NULL,NULL,NULL,NULL,NULL
78,61,1975,"704488df11756ba7dbdfb7182b4bf96d99b17c20","Carly Simon","Waterfall","True",NULL,NULL,NULL,NULL,NULL,NULL
81,33,1975,"605f81ec749c2e93bed8c795dd716b1a9dc22ad7","Carol Douglas","A Hurricane Is Coming Tonite","True",0,"female",6,"R&B",0,6400813
9,812,1975,"e6c6d78ff62b73873d0bc82b0579a63e8547fe05","Carole King","Nightingale","True",0,"female",7,"Pop",0,31913
4,963,1975,"aee307eb8b0f9704e18d9433ee02c5fc38800a5a","Carpenters","Only Yesterday","True",0,"female",7,"Pop",0,3950
17,623,1975,"e0eefab7245a04c195ee6f03a378a9f98791573f","Carpenters","Solitaire","True",0,"female",7,"Pop",0,3962
33,459,1975,"9b2825441dc26b1a422b31005f97fc0f78b1bb3a","Cat Stevens","Two Fine People","True",0,"male",5,"Pop",0,53078
46,275,1975,NULL,"Charlie Kulis","Runaway","True",NULL,NULL,NULL,NULL,NULL,NULL
19,693,1975,"0b62cc28cf52ac04f56e4a34003e6edb78afd2d7","Charlie Rich","Every Time You Touch Me (I Get High)","True",0,"male",4,"Country",2,48588
49,236,1975,"59de2622ebc633e013e6a4656fc9da735f394396","Charlie Rich","My Elusive Dreams","True",0,"male",4,"Country",2,48598
61,119,1975,NULL,"Charlie Ross","Thanks For The Smiles","False",NULL,NULL,NULL,NULL,NULL,NULL
54,169,1975,NULL,"Cheech & Chong","(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P","True",NULL,NULL,NULL,NULL,NULL,NULL
61,134,1975,NULL,"Chicago","Brand New Love Affair (Part I & II)","True",NULL,NULL,NULL,NULL,NULL,NULL
13,651,1975,"5b9fad755e0a02dcf8cab7d317393081be2870d1","Chicago","Harry Truman","True",NULL,NULL,NULL,NULL,NULL,NULL
5,839,1975,"5f9620f4b2e432db899a50bf56be8bc41cbd4db5","Chicago","Old Days","True",2,"male",10,"Pop",0,5496334
69,96,1975,"7c6c308620be77000215f1d2dfc94faaaf47d826","Chocolate Milk","Action Speaks Louder Than Words","True",0,"male",7,"R&B",0,6007191
91,37,1975,NULL,"Christopher Paul And Shawn","For Your Love","False",NULL,NULL,NULL,NULL,NULL,NULL
96,13,1975,NULL,"Chuck Mangione","Chase The Clouds Away","True",NULL,NULL,NULL,NULL,NULL,NULL
19,876,1975,NULL,"Cledus Maggard And The Citizen's Band","The White Knight","False",NULL,NULL,NULL,NULL,NULL,NULL
56,157,1975,"344b173a21d153fcac53f44ee3f84fa03663a577","Commander Cody","Don't Let Go","True",NULL,NULL,NULL,NULL,NULL,NULL
19,777,1975,NULL,"Commodores","Slippery When Wet","True",0,"male",7,"R&B",0,102134
5,1497,1975,"2c674c622496da517915eb9d6806a4207e8df106","Commodores","Sweet Love","True",NULL,NULL,NULL,NULL,NULL,NULL
42,428,1975,NULL,"Consumer Rapport","Ease On Down The Road","False",NULL,NULL,NULL,NULL,NULL,NULL
63,179,1975,NULL,"Conway Twitty with Joni Lee","Don't Cry Joni","True",0,"duet",2,"Country",0,164351
61,215,1975,"2541c15dc44bb3ae0fc172625630e2d825282502","Conway Twitty","Linda On My Mind","True",0,"male",4,"Pop",0,6595153
66,120,1975,NULL,"Cotton, Lloyd & Christian","I Go To Pieces","True",2,"male",5,"Pop",0,858236
92,41,1975,"d860b2c52572b52fd52591eab36a04390f4a3bd7","Country Joe McDonald","Breakfast For Two","True",NULL,NULL,NULL,NULL,NULL,NULL
43,508,1975,"b4cee9af47a9b5c3e40e588c867e1ab95423df10","Crown Heights Affair","Dreaming A Dream","True",NULL,NULL,NULL,NULL,NULL,NULL
83,80,1975,"1a6b1f4ac8f55203b8142a46f4efb4b5a340dbb7","Crown Heights Affair","Every Beat Of My Heart","True",NULL,NULL,NULL,NULL,NULL,NULL
67,136,1975,"53d652bad6fa961d094068b28e10f63ac994c13d","Curtis Mayfield","So In Love","True",8,"male",8,"R&B",0,7444729
31,418,1975,"02cc1fe4aee3e29ee3c825da254e72a6cb366830","Dan Fogelberg","Part Of The Plan","True",0,"male",7,"Pop",0,22472
93,13,1975,NULL,"Daniel Boone","Run Tell The People","False",0,"male",7,"Pop",0,11063921
77,90,1975,NULL,"David Bellamy","Nothin' Heavy","True",0,"male",5,"Country",0,2212335
1,1418,1975,"49eb6da0630a56a44d812bcd6e45ffcc69e64426","David Bowie","Fame","True",4,"male",6,"Pop",0,5494650
10,1465,1975,"9430da69f53cfc3ed63ca0cb0a8e3dee8066d13a","David Bowie","Golden Years","True",4,"male",8,"Pop",0,7030937
28,569,1975,"5f6fafd9f5688e3b5163d695e2bf5180dfda296e","David Bowie","Young Americans","True",4,"male",6,"Pop",0,6552795
52,212,1975,NULL,"David Crosby/Graham Nash","Carry Me","True",0,"male",5,"Folk",0,9790691
29,490,1975,"be6c2a3e116d64947fae9cb64a129e33e5f58da5","David Gates","Never Let Her Go","True",4,"male",7,"Pop",0,1128280
4,911,1975,"5bea08aaf915ef2b05d2bf6cd7ac65b8378aa27a","David Geddes","Run Joey Run","True",0,"male",6,"Pop",0,7407747
18,560,1975,"2188f4a338a7dc8204c97d777e30c72765a28398","David Geddes","The Last Game Of The Season (A Blind Man In The Bleachers)","False",0,"male",6,"Pop",0,7407747
9,1039,1975,NULL,"David Ruffin","Walk Away From Love","True",7,"male",10,"Pop",0,49578
84,53,1975,NULL,"Debbie Campbell","Please Tell Him That I Said Hello","False",NULL,NULL,NULL,NULL,NULL,NULL
94,10,1975,NULL,"Dennis Yost And The Classics IV","My First Day Without Her","True",NULL,NULL,NULL,NULL,NULL,NULL
44,237,1975,NULL,"Diamond Reo","Ain't That Peculiar","False",NULL,NULL,NULL,NULL,NULL,NULL
1,1265,1975,"763a3417679c6a8080ba62ab39bbfeea00075118","Diana Ross","Theme From Mahogany (Do You Know Where You're Going To)","True",NULL,NULL,NULL,NULL,NULL,NULL
4,717,1975,"f6c87fe29de06ecff3f322a997b3257baee6a3d8","Dickie Goodman","Mr. Jaws","True",NULL,NULL,NULL,NULL,NULL,NULL
80,53,1975,NULL,"Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III","Jam Band","False",NULL,NULL,NULL,NULL,NULL,NULL
23,606,1975,NULL,"Disco Tex & The Sex-O-Lettes","I Wanna Dance Wit' Choo (Doo Dat Dance), Part I","True",8,"male",7,"Pop",0,738188
93,19,1975,"803ed24993aa5ca5a09c54d450b2cc386e0d97fd","Don McLean","Wonderful Baby","True",NULL,NULL,NULL,NULL,NULL,NULL
98,6,1975,"0cf444cdf194355da02c02791accba517c8f30f2","Donna Fargo","It Do Feel Good","True",NULL,NULL,NULL,NULL,NULL,NULL
2,1379,1975,"6117714bdc8d2d5598f61d40f3b22a803e5200f9","Donna Summer","Love To Love You Baby","True",10,"female",7,"Pop",4,54011
14,1379,1975,NULL,"Donny & Marie Osmond","Deep Purple","True",3,"duet",8,"Pop",3,11522876
44,238,1975,NULL,"Donny & Marie Osmond","Make The World Go Away","True",0,"duet",8,"Pop",0,11452692
50,234,1975,NULL,"Donny Osmond","I Have A Dream","True",NULL,NULL,NULL,NULL,NULL,NULL
80,77,1975,NULL,"Dooley Silverspoon","Bump Me Baby Part 1","False",NULL,NULL,NULL,NULL,NULL,NULL
95,19,1975,"b9419ecab05782054aebc24165225dc9ca5c571b","Dr. Hook","The Millionaire","True",NULL,NULL,NULL,NULL,NULL,NULL
95,12,1975,"d27d3a8c5ea6bc99210bca17b17c811f4e7e6761","Duke & The Drivers","What You Got","False",NULL,NULL,NULL,NULL,NULL,NULL
16,955,1975,"e6955a3a0f4ba48f2223b9731bdb76a5926ed03c","Dwight Twilley Band","I'm On Fire","True",2,"male",7,"Pop",3,12257399
2,1054,1975,"bdb447e2d6c874a727c4cf09592f90536376e781","Eagles","Lyin' Eyes","True",0,"male",6,"Rock",0,17020
1,1377,1975,"bb44437d983ee6ed4cf63453dc20f29a2c77db88","Eagles","One Of These Nights","True",6,"male",7,"Rock",0,17024
4,1501,1975,"4a967da0de1ea40c9b27718264c33438b19fc018","Eagles","Take It To The Limit","True",8,"male",9,"Rock",0,17019
1,1460,1975,"4826dc0c324e562c2810137b967e34d998a0dec9","Earth, Wind & Fire","Shining Star","True",6,"male",8,"Pop",0,7115478
5,1223,1975,"025ad33fb8456f8f55ad0c9d0e3a5cb293340844","Earth, Wind & Fire","Sing A Song","True",4,"male",8,"R&B",0,7115463
12,1113,1975,"4826dc0c324e562c2810137b967e34d998a0dec9","Earth, Wind & Fire","That's The Way Of The World","True",8,"male",7,"Pop",0,7115479
72,122,1975,NULL,"East L.A. Car Pool","Like They Say In L.A.","False",NULL,NULL,NULL,NULL,NULL,NULL
48,192,1975,"178ac3e8ae704acb629ccc4c7ccf1fa4697ecb0f","Ecstasy, Passion & Pain","One Beautiful Day","True",NULL,NULL,NULL,NULL,NULL,NULL
50,315,1975,NULL,"Eddie Kendricks","Get The Cream Off The Top","True",10,"male",9,"Pop",0,31585
66,255,1975,NULL,"Eddie Kendricks","Happy","True",NULL,NULL,NULL,NULL,NULL,NULL
18,1038,1975,NULL,"Eddie Kendricks","Shoeshine Boy","True",10,"male",9,"Pop",0,31573
10,1166,1975,"b256f722bf2e5d13b3568783ebd173af7369f0dd","Electric Light Orchestra","Evil Woman","True",2,"male",7,"Pop",0,17487
1,1207,1975,"d4f4d295a7aef49e67a2cce58150fb3beee4bb1c","Elton John","Island Girl","True",3,"male",7,"Pop",0,7370909
4,979,1975,"32615e905d5c07e426277cf4ecd8ee3b2d4189d8","Elton John","Someone Saved My Life Tonight","True",0,"male",8,"Rock",0,30504
83,52,1975,NULL,"Elvin Bishop","Sure Feels Good","True",0,"male",6,"Pop",0,10117
65,139,1975,"06d84ac5a46ef9047e74eff766d6e418a68588fc","Elvis Presley","Bringing It Back","True",NULL,NULL,NULL,NULL,NULL,NULL
20,640,1975,"52f16d44da8711e4b63ed8caa6e06da429ed0aac","Elvis Presley","My Boy","True",0,"male",5,"Pop",2,4979854
35,437,1975,"340872603997b372c0a05282fdbba7cf095c745d","Elvis Presley","T-R-O-U-B-L-E","True",NULL,NULL,NULL,NULL,NULL,NULL
58,159,1975,"9c41f53e7bd8a3f609b1aaf84426600536ed0c69","Emmylou Harris","If I Could Only Win Your Love","True",0,"duet",4,"Country",2,7436500
2,1392,1975,"3d57f8d4db9c93d4240c09558380a0fad464801a","Eric Carmen","All By Myself","True",0,"male",8,"Pop",0,7008704
20,937,1975,"f383def2c2ccccdb3c4cf4e23d14f32e0b565167","Esther Phillips","What A Diff'rence A Day Makes","True",0,"female",7,"R&B",0,374527
50,383,1975,NULL,"Evie Sands","I Love Makin' Love To You","True",NULL,NULL,NULL,NULL,NULL,NULL
50,276,1975,NULL,"Evie Sands","You Brought The Woman Out Of Me","True",NULL,NULL,NULL,NULL,NULL,NULL
50,502,1975,"3fe5599715fe4dc9eca5450c07aa747704996e95","Faith, Hope And Charity","To Each His Own","True",NULL,NULL,NULL,NULL,NULL,NULL
29,541,1975,NULL,"Fanny","Butter Boy","False",NULL,NULL,NULL,NULL,NULL,NULL
74,140,1975,"2176af04e64e4b3cbaf5ac72c5e18bf98ed11170","Fantastic Four","Alvin Stone (The Birth & Death Of A Gangster)","False",NULL,NULL,NULL,NULL,NULL,NULL
67,145,1975,NULL,"Firefly","Hey There Little Firefly Part I","False",NULL,NULL,NULL,NULL,NULL,NULL
74,88,1975,"0c610ede6d957fe4b7865c5bd7ebf695b12c1f2c","First Class","Funny How Love Can Be","True",0,"male",6,"Rock",0,8812548
41,257,1975,"5d81962e6430198d77409501681f64765f4bfff2","Flash Cadillac And The Continental Kids","Good Times, Rock & Roll","True",0,"male",8,"Pop",0,295669
20,784,1975,"87260ff9675f3a1f8330b5054506da2ed70c0c5b","Fleetwood Mac","Over My Head","True",0,"female",6,"Pop",0,22376
20,1051,1975,"ee66dd621031b61f2936b661ef9c468879d4105d","Foghat","Slow Ride","True",0,"male",8,"Pop",0,6959403
71,89,1975,NULL,"Four Tops","Seven Lonely Nights","True",NULL,NULL,NULL,NULL,NULL,NULL
97,4,1975,NULL,"Four Tops","We All Gotta Stick Together","True",0,"male",7,"R&B",0,7022339
53,218,1975,"11175d986cc64804ec30086e0ef0c71865f47332","Fox","Only You Can","True",0,"female",4,"Pop",2,670759
75,114,1975,NULL,"Frank Sinatra","Anytime (I'll Be There)","False",NULL,NULL,NULL,NULL,NULL,NULL
47,267,1975,NULL,"Frank Sinatra","I Believe I'm Gonna Love You","False",NULL,NULL,NULL,NULL,NULL,NULL
11,810,1975,"72d9ac1ae441a595b1f1720a62dbcd6965c59dbb","Frankie Valli","Our Day Will Come","True",NULL,NULL,NULL,NULL,NULL,NULL
6,950,1975,"be534b1f049e09693d753d1d3659f462435b5ff9","Frankie Valli","Swearin' To God","True",NULL,NULL,NULL,NULL,NULL,NULL
1,1494,1975,"43bfd538e18c0a286c466b28e0101c2e1608b8c3","Freddy Fender","Before The Next Teardrop Falls","True",0,"male",7,"Pop",0,9066662
20,681,1975,"5f62cb6b64f7b54a187c5c8f1acb3e5073c5d3e7","Freddy Fender","Secret Love","True",NULL,NULL,NULL,NULL,NULL,NULL
45,357,1975,"d1db45c100a4a021a9aa05fb5feb5166ba7fc167","Freddy Fender","Since I Met You Baby","True",NULL,NULL,NULL,NULL,NULL,NULL
8,1336,1975,"3b44dfb5b67ebe0bc22af990c491dd03815f7ac9","Freddy Fender","Wasted Days And Wasted Nights","True",0,"male",6,"Pop",0,493729
99,4,1975,"6974ac4ae99ecae99cbd79b603abaa88bca35b7f","Funkadelic","Better By The Pound","True",0,"male",7,"R&B",0,1593900
46,535,1975,"383aac5eb2df083a4b23310787f21d5d791154b4","Gary Toms Empire","7-6-5-4-3-2-1 (Blow Your Whistle)","False",NULL,NULL,NULL,NULL,NULL,NULL
69,124,1975,"db78f717e94b41206e97e55708d77e921b518fd9","Gary Toms Empire","Drive My Car","False",NULL,NULL,NULL,NULL,NULL,NULL
73,74,1975,NULL,"Gene Cotton","Damn It All","False",NULL,NULL,NULL,NULL,NULL,NULL
26,794,1975,"97fde91f7e32aa2ebc15d09aaa123be24e23f5ad","George Baker Selection","Paloma Blanca","True",0,"male",7,"Rock",0,12047055
36,297,1975,NULL,"George Harrison","Ding Dong; Ding Dong","True",0,"male",6,"Rock",0,7095704
20,594,1975,"81bd34d5240d17ab1cd5885cead03c0057bfc2cf","George Harrison","You","True",0,"male",7,"Rock",0,2845160
37,377,1975,"93a00873e61ad5c5e6d3ba54b675debcdf5ba894","George McCrae","I Get Lifted","True",2,"male",5,"R&B",0,5997062
95,6,1975,"7f1dc9130136b14cc3b4afbcebd2dc8ce88d5765","George McCrae","Look At You","True",2,"male",7,"Pop",2,6607691
47,317,1975,"a1ae0c2535d300a0b419efb468cee9e1d16ce18d","Gladys Knight And The Pips","Love Finds It's Own Way","True",0,"female",5,"R&B",0,9062833
50,275,1975,"f123d68e1d3167116467e690653b510d696d5a07","Gladys Knight And The Pips","Money","True",NULL,NULL,NULL,NULL,NULL,NULL
22,694,1975,"d2f8e18102ce55edbea96c83c2744f5cb4ec06b0","Gladys Knight And The Pips","Part Time Love","True",NULL,NULL,NULL,NULL,NULL,NULL
11,1159,1975,"e9280f13de3496ab228511680fe4a7bac692cdb9","Gladys Knight And The Pips","The Way We Were/try To Remember","True",0,"female",7,"R&B",4,8998604
11,968,1975,"c8360093ca4ded9f9a0e4f65c2aef0aee9424ddf","Glen Campbell","Country Boy (You Got Your Feet In L.A.)","True",0,"male",6,"Country",0,3152357
1,1774,1975,"35cd94991b0647955a864399b000289f37d55ae2","Glen Campbell","Rhinestone Cowboy","True",0,"male",7,"Pop",0,6593659
98,4,1975,"4dd955ad3ba1f00f2ff8d4d51d26464f177e502f","Gloria Gaynor","(If You Want It) Do It Yourself","True",NULL,NULL,NULL,NULL,NULL,NULL
75,89,1975,"d2f721c2cb9833f4ec1f67f4280b72e170016cad","Gloria Gaynor","How High The Moon","True",NULL,NULL,NULL,NULL,NULL,NULL
60,142,1975,"f24d8c43a915d83462490b67eda649ad2ee71df1","Gloria Gaynor","Reach Out, I'll Be There","True",0,"female",7,"Pop",0,103999
98,3,1975,NULL,"Gloria Gaynor","Walk On By","True",NULL,NULL,NULL,NULL,NULL,NULL
26,549,1975,"50dff8b835a51925ebe7af4f26590a540c32648d","Gordon Lightfoot","Rainy Day People","True",0,"male",4,"Pop",0,7401153
92,15,1975,"e55c335cd0dbb3262df4c652a30b39cd2883f075","Graham Central Station","It's Alright","True",0,"male",5,"R&B",0,707423
38,367,1975,"c25d27f32d353fd1d25f316d0dcb50f019b35d9e","Graham Central Station","Your Love","True",7,"female",7,"Pop",0,23868
4,1098,1975,"ab322fd413b3299ada4fbc5151395c42959dadb3","Grand Funk","Bad Time","True",0,"male",8,"Rock",0,583526
95,10,1975,"c368f5eee4ae1290a6ac71d7abd4143758a574fd","Greg Lake","I Believe In Father Christmas","True",NULL,NULL,NULL,NULL,NULL,NULL
54,266,1975,NULL,"Grover Washington, Jr.","Mister Magic","True",0,"#N/A",0,"Jazz",0,1126
9,902,1975,"0382b5fda21b94c2b8b030bd41b73f0159e8b50d","Gwen McCrae","Rockin' Chair","True",NULL,NULL,NULL,NULL,NULL,NULL
41,611,1975,"6561058a374ab57958e9480f6cf47f935d0e0e62","Hagood Hardy","The Homecoming","False",NULL,NULL,NULL,NULL,NULL,NULL
98,4,1975,NULL,"Hamilton Bohannon","Foot Stompin Music","True",NULL,NULL,NULL,NULL,NULL,NULL
1,1209,1975,"63af865de869ec3d50ac2adb7dc8b7c6df4e4ac1","Hamilton, Joe Frank & Reynolds","Fallin' In Love","True",0,"male",5,"Pop",0,12807979
21,868,1975,NULL,"Hamilton, Joe Frank & Reynolds","Winners And Losers","False",0,"male",6,"Pop",0,10709091
15,947,1975,"e545252dfbf79e4701207ed312f8f2442df0b90b","Harold Melvin And The Blue Notes","Bad Luck (Part 1)","True",NULL,NULL,NULL,NULL,NULL,NULL
12,1146,1975,"c9ec5bc43811d17ef74d5d0ba5d05fbadad3b481","Harold Melvin And The Blue Notes","Wake Up Everybody (Part 1)","True",NULL,NULL,NULL,NULL,NULL,NULL
44,301,1975,"718de0726a27265f15e5218e753f818642d3c95e","Harry Chapin","I Wanna Learn A Love Song","True",0,"male",5,"Pop",0,10652
68,166,1975,"8f5e4872aa519a519067c6dfed15458373da6a01","Head East","Never Been Any Reason","True",3,"male",8,"Rock",0,101632
8,1013,1975,"1a7bb6f51e5b23b2ff9f0d5cfe7964dd82323ff4","Helen Reddy","Ain't No Way To Treat A Lady","True",0,"female",7,"Pop",0,6883424
35,281,1975,NULL,"Helen Reddy","Bluebird","True",0,"female",7,"Pop",0,6883416
22,525,1975,NULL,"Helen Reddy","Emotion","True",NULL,NULL,NULL,NULL,NULL,NULL
19,878,1975,NULL,"Helen Reddy","Somewhere In The Night","True",0,"female",7,"Pop",0,6883420
71,162,1975,NULL,"Hello People","Future Shock","False",NULL,NULL,NULL,NULL,NULL,NULL
93,18,1975,NULL,"Henry Gross","One More Tomorrow","True",0,"male",8,"Pop",0,201099
14,688,1975,NULL,"Herbie Mann","Hijack","True",NULL,NULL,NULL,NULL,NULL,NULL
28,514,1975,"673300e741b17aab1d5170c4568899eac53ad25c","Hot Chocolate","Disco Queen","True",0,"male",6,"Pop",0,197376
8,917,1975,"2bf775873d2ac8ac497685487caa8c5d919453db","Hot Chocolate","Emma","True",0,"male",5,"Pop",4,7756079
3,1541,1975,"7017e809f2d2961c456122b625dbb0ad7792998c","Hot Chocolate","You Sexy Thing","True",4,"male",8,"Pop",0,197363
88,32,1975,"ca547897c8c21ebd96258087bd559f0b6f605b61","Ike & Tina Turner","Baby-Get It On","True",NULL,NULL,NULL,NULL,NULL,NULL
92,16,1975,NULL,"Isaac Hayes","Chocolate Chip","True",0,"male",4,"R&B",0,27442
60,289,1975,NULL,"Jackson 5","Forever Came Today","True",0,"male",8,"R&B",0,7084958
15,809,1975,NULL,"Jackson 5","I Am Love (Parts I & II)","True",0,"male",7,"Pop",0,29173
80,68,1975,"66dcaf994e00dd74c8edd079b24ccb6ee49c075f","James Brown","Reality","True",NULL,NULL,NULL,NULL,NULL,NULL
61,150,1975,NULL,"James Brown","Sex Machine (Part I)","True",NULL,NULL,NULL,NULL,NULL,NULL
5,1078,1975,"fd4f09611e727c11ea45229480ddb05acebfab77","James Taylor","How Sweet It Is (To Be Loved By You)","True",0,"male",7,"Pop",0,65294
49,289,1975,"b06014f8940550d42d8406ecae27c28626526f2b","James Taylor","Mexico","True",0,"male",7,"Pop",0,65293
3,1386,1975,"372ffbfcb3e31d5fd2abd5ea3aaeef1b5c6891c4","Janis Ian","At Seventeen","True",0,"female",5,"Pop",0,28518
3,1270,1975,"c89562b76a9278e2f175dd50663a77b1a653fd33","Jefferson Starship","Miracles","True",0,"male",8,"Rock",0,29954
49,240,1975,"03089a2fe732b248dc9d3e3aa480f66136aedb47","Jefferson Starship","Play On Love","True",0,"female",7,"Rock",3,29950
4,1237,1975,"b1bd5075c3fbdf7ff290cd6ad92554da94512bf6","Jessi Colter","I'm Not Lisa","True",0,"female",6,"Country",0,7417040
57,153,1975,NULL,"Jessi Colter","What's Happened To Blue Eyes/You Ain't Never Been Loved (Like I'm Gonna Lov","True",0,"female",6,"Country",0,7417036
64,151,1975,NULL,"Jessi Colter","You Ain't Never Been Loved (Like I'm Gonna Love You)","True",NULL,NULL,NULL,NULL,NULL,NULL
79,75,1975,"f52ab0d539b04cbaa65fbd7a5760b601735eabb8","Jethro Tull","Minstrel In The Gallery","True",0,"male",5,"Rock",3,6956325
3,1456,1975,"2699a1ac12377a73959aa20b68946de99330540b","Jigsaw","Sky High","True",3,"male",7,"Pop",0,899241
55,196,1975,NULL,"Jim Capaldi","It's All Right","False",NULL,NULL,NULL,NULL,NULL,NULL
97,4,1975,"0b78224914d70f0a3b4a24b20ee826595012e29d","Jim Capaldi","Love Hurts","True",NULL,NULL,NULL,NULL,NULL,NULL
93,20,1975,NULL,"Jim Gilstrap","House Of Strangers","False",NULL,NULL,NULL,NULL,NULL,NULL
78,107,1975,NULL,"Jim Gilstrap","I'm On Fire","False",NULL,NULL,NULL,NULL,NULL,NULL
55,250,1975,"1d24fe8b8becc12b39859eadc0e924ad23cd2b16","Jim Gilstrap","Swing Your Daddy","True",4,"male",6,"R&B",0,673438
37,376,1975,NULL,"Jim Stafford","I Got Stoned And I Missed It","False",0,"male",3,"Pop",10,198125
87,41,1975,"6009747efc815c23d20ed74110b32b4eb7044703","Jim Weatherly","I'll Still Love You","False",0,"#N/A",0,"Pop",0,6606495
100,1,1975,NULL,"Jimmy Beaumont And The Skyliners","Where Have They Gone","False",NULL,NULL,NULL,NULL,NULL,NULL
57,157,1975,NULL,"Joan Baez","Blue Sky","True",NULL,NULL,NULL,NULL,NULL,NULL
35,487,1975,"c80c0b3298c4ef19743155cef8b5757b213016bb","Joan Baez","Diamonds And Rust","True",0,"female",6,"Pop",0,9864340
5,1089,1975,NULL,"Joe Cocker","You Are So Beautiful/It's A Sin When You Love Somebody","True",NULL,NULL,NULL,NULL,NULL,NULL
8,1045,1975,"43ca21c8abdec28a1dc1f5c214ae384af672a54e","Joe Simon","Get Down, Get Down (Get On The Floor)","True",NULL,NULL,NULL,NULL,NULL,NULL
92,28,1975,"736deb64d8b4903048d86b54e1ff485310c151fb","Joe Simon","Music In My Bones","True",NULL,NULL,NULL,NULL,NULL,NULL
93,11,1975,NULL,"Joe Walsh","Turn To Stone","True",0,"male",7,"Rock",0,1169453
72,68,1975,NULL,"John Dawson Read","A Friend Of Mine Is Going Blind","False",NULL,NULL,NULL,NULL,NULL,NULL
58,126,1975,"d68273ee8792352d157a6306a737fb4fd99b10a4","John Denver","Christmas For Cowboys","True",NULL,NULL,NULL,NULL,NULL,NULL
13,836,1975,"14dfbc5156b2ecc02601e6616e2259a6bf0d4fcb","John Denver","Fly Away","True",0,"male",7,"Pop",0,15642
1,1462,1975,"e24ade3ee3bf2e89638d9ead90d7081b7a9dd656","John Denver","I'm Sorry","True",0,"male",7,"Pop",0,15643
1,1373,1975,"fc3b23ad6cd0c5e160126512adbc373d0bcb941d","John Denver","Thank God I'm A Country Boy","True",0,"male",8,"Pop",3,7242463
78,56,1975,"e207a2b95ff47db365829025d4cb7cb86869745a","John Fogerty","Almost Saturday Night","True",2,"male",7,"Rock",0,352530
27,603,1975,"5330256a8177f979f0e8f6bc62bf248329b8b6e7","John Fogerty","Rockin' All Over The World","True",0,"male",7,"Rock",0,352537
20,533,1975,"8464c1597490c78984fa56e66f253605d6e951b3","John Lennon","Stand By Me","True",0,"male",7,"Rock",0,8015743
83,65,1975,NULL,"John Livigni","Machines","False",NULL,NULL,NULL,NULL,NULL,NULL
42,316,1975,"24df3fe0007eda321205e0d85e1027a3c6aaa36c","John Paul Young","Yesterday's Hero","True",NULL,NULL,NULL,NULL,NULL,NULL
32,453,1975,NULL,"John Williams/""Jaws"" Soundtrack","Main Title (Theme From ""Jaws"")","True",NULL,NULL,NULL,NULL,NULL,NULL
99,6,1975,NULL,"Johnny Guitar Watson","I Don't Want To Be A Lone Ranger","True",NULL,NULL,NULL,NULL,NULL,NULL
22,560,1975,NULL,"Johnny Rivers","Help Me Rhonda","True",NULL,NULL,NULL,NULL,NULL,NULL
21,977,1975,NULL,"Johnny Wakelin & The Kinshasa Band","Black Superman - ""Muhammad Ali""","False",NULL,NULL,NULL,NULL,NULL,NULL
96,9,1975,"46c0149f9fc8be5aac2a05d0093ba93d95c74a47","Jose Feliciano","Chico And The Man","True",NULL,NULL,NULL,NULL,NULL,NULL
50,208,1975,NULL,"Jud Strunk","The Biggest Parakeets In Town","False",NULL,NULL,NULL,NULL,NULL,NULL
19,1388,1975,"bd99aad2ab0f6f6b9350ea1b991303c0000a4cc2","Judy Collins","Send In The Clowns","True",NULL,NULL,NULL,NULL,NULL,NULL
94,23,1975,NULL,"Justin Hayward & John Lodge","Blue Guitar","True",2,"male",7,"Pop",0,1538747
47,259,1975,NULL,"Justin Hayward & John Lodge","I Dreamed Last Night","True",0,"male",5,"Pop",0,1538743
62,139,1975,NULL,"Katfish","Dear Prudence","False",NULL,NULL,NULL,NULL,NULL,NULL
1,991,1975,"a4b1e550d564f7c692a9c34861d3ed1bb5f540b1","KC And The Sunshine Band","Get Down Tonight","True",0,"male",7,"Rock",3,7148128
1,1275,1975,"59f9a7c737fb3418c2a81a6ec5fe3a27f425f16d","KC And The Sunshine Band","That's The Way (I Like It)","True",0,"male",6,"R&B",0,31405
58,162,1975,NULL,"Kenny Starr","The Blind Man In The Bleachers","False",NULL,NULL,NULL,NULL,NULL,NULL
74,71,1975,"50400977f13132ccbaa03d715fea3fe08ab072a5","Kiki Dee","How Glad I Am","True",NULL,NULL,NULL,NULL,NULL,NULL
68,140,1975,"5a20f7db64629fe039dd2ccdc8a9ed80bbe6bb77","KISS","Rock And Roll All Nite","True",0,"male",7,"Pop",0,32067
12,989,1975,"5a20f7db64629fe039dd2ccdc8a9ed80bbe6bb77","KISS","Rock And Roll All Nite (live)","True",0,"male",7,"Pop",0,32067
55,206,1975,NULL,"Kool & The Gang","Caribbean Festival","True",0,"#N/A",0,"R&B",0,231402
63,212,1975,NULL,"Kool & The Gang","Rhyme Tyme People","True",NULL,NULL,NULL,NULL,NULL,NULL
